Date,Bajaj Auto Close,Hindustan Lever,Infosys,Maruti,Asian Paint
27-Mar-19,2986.7,1680.05,1458.1,6522.25,1472.9
28-Mar-19,2941.15,1684.3,1477,6585.7,1494.5
29-Mar-19,2915.05,1707.8,1484.6,6671.7,1491.9
01-Apr-19,2917.5,1690,1511.3,6842.85,1490.45
02-Apr-19,2855.1,1686.5,1514.2,6882.85,1515.75
03-Apr-19,2848.9,1671.85,1508.1,7074.1,1496.95
04-Apr-19,2866.65,1668,1496.5,7114.25,1518.7
05-Apr-19,2860.8,1659.7,1512.5,7106.7,1514.75
08-Apr-19,2852.5,1665.05,1534.3,7119.85,1496.4
09-Apr-19,2918.5,1678.7,1519.7,7218.35,1443.5
10-Apr-19,2935.1,1691.75,1508.3,7184.1,1412.45
11-Apr-19,2986.9,1707.5,1486.3,7179.3,1422.65
12-Apr-19,3006.45,1720.85,1495.7,7332.15,1437.6
15-Apr-19,3034.1,1721.75,1453.3,7336.55,1432.3
16-Apr-19,3069.4,1738.4,1447.7,7464.35,1455.85
18-Apr-19,3063,1737.45,1432.8,7441.1,1465.35
22-Apr-19,3050.45,1739.75,1441.2,7305.45,1443.25
23-Apr-19,3035.7,1740.8,1455.7,7042.65,1431.3
24-Apr-19,3076.25,1752.75,1472.8,7024.35,1449.15
25-Apr-19,3078.05,1732.15,1457.5,6902.95,1448.25
26-Apr-19,3047.75,1743.75,1474.2,6832.15,1448.05
30-Apr-19,2993.25,1753.95,1499.9,6658.7,1463
02-May-19,3032.45,1728.05,1459.7,6668.35,1437.85
03-May-19,3060.65,1692.8,1447.5,6710.9,1437.75
06-May-19,3030,1672.35,1435.7,6710.15,1414.9
07-May-19,3033.65,1695.25,1447.1,6698.5,1387.65
08-May-19,2963.2,1684.85,1436.2,6631.75,1387.6
09-May-19,2987.7,1699.45,1442.1,6625.25,1355.8
10-May-19,2971.05,1687.1,1432.1,6624.25,1340.95
13-May-19,2972.45,1701.75,1440.1,6525.3,1332.9
14-May-19,2936.4,1694.4,1427.7,6569.55,1318.85
15-May-19,2916.45,1671,1433,6484.95,1307.15
16-May-19,2944.65,1686.15,1468.4,6478.45,1307
17-May-19,3041.8,1735.75,1447.6,6707.2,1318.15
20-May-19,3005.85,1772.55,1444.8,7088.35,1372.75
21-May-19,2980.75,1783.5,1418.4,6857.8,1358.55
22-May-19,3049.7,1766.15,1418.4,6904.1,1366.75
23-May-19,3067.75,1750.95,1402.5,6932.8,1369.45
24-May-19,3077.3,1749.2,1418.9,7096.15,1385.55
27-May-19,3064.6,1768.55,1418.2,7062.7,1365.7
28-May-19,2992.7,1773.5,1453.3,7051.4,1366.3
29-May-19,2925.3,1778.35,1454.7,6887.05,1359.35
30-May-19,2945.35,1784,1466.6,6858.75,1373.35
31-May-19,2925.25,1785.15,1473.7,6863.65,1406.7
03-Jun-19,3039.9,1837,1489.3,7032.6,1458
04-Jun-19,2989.55,1816.1,1469.4,7049.6,1421.25
06-Jun-19,2990.6,1837.7,1475.9,6983.9,1427.8
07-Jun-19,2964.05,1831.6,1478.7,6947.6,1421.1
10-Jun-19,2984.9,1849.25,1507.2,6960.1,1422
11-Jun-19,2990.4,1841.75,1509.7,6973,1426.25
12-Jun-19,2949.25,1844.7,1507.9,6848.5,1425.55
13-Jun-19,2925.8,1843.8,1485.4,6778.2,1427.15
14-Jun-19,2870.3,1824.95,1480.8,6731.75,1412.65
17-Jun-19,2838.55,1816.4,1480.8,6581.55,1401.8
18-Jun-19,2856.8,1807.45,1501.3,6437.05,1380.4
19-Jun-19,2821.75,1811.5,1503.7,6433.35,1381.75
20-Jun-19,2895.6,1805.5,1509.1,6637.2,1390.1
21-Jun-19,2873.15,1768.7,1501.4,6412.45,1382.95
24-Jun-19,2816.45,1763.7,1491.2,6462.95,1376.45
25-Jun-19,2843.7,1756.35,1496.1,6521.5,1363.2
26-Jun-19,2868.2,1761.2,1479.3,6477,1359.9
27-Jun-19,2866.85,1774.95,1461.7,6488.1,1361.9
28-Jun-19,2828.15,1787.3,1463.9,6534,1357.65
01-Jul-19,2910.7,1779.5,1462.3,6510.25,1354.15
02-Jul-19,2886.25,1788.6,1479.8,6559,1345.95
03-Jul-19,2895.35,1784.9,1463,6530.2,1352.35
04-Jul-19,2895.55,1792.2,1467.8,6542,1359.8
05-Jul-19,2838.2,1791.4,1436.5,6364.75,1358.4
08-Jul-19,2779.9,1753.3,1434.9,6033.15,1339.75
09-Jul-19,2784.75,1739.4,1430.8,5947.1,1320.45
10-Jul-19,2741.9,1717.85,1433.8,5928.7,1322.85
11-Jul-19,2711.65,1729.7,1441.7,6025.55,1332.7
12-Jul-19,2721.75,1713.3,1454.2,5971.95,1360.4
15-Jul-19,2714.25,1716.5,1558.9,6079.75,1353.8
16-Jul-19,2732.25,1741.8,1569.9,6159.5,1371.9
17-Jul-19,2696.45,1760.8,1588.6,6074.2,1394.85
18-Jul-19,2632.85,1739.75,1586.3,5883.8,1383.7
19-Jul-19,2557.55,1724.8,1571.2,5768.9,1368
22-Jul-19,2561.65,1678.75,1570.3,5912,1403.35
23-Jul-19,2524.95,1693.2,1579.8,5875.35,1428.35
24-Jul-19,2522.4,1728,1572.1,5766.6,1483.6
25-Jul-19,2545.15,1736,1590.1,5760.35,1495.5
26-Jul-19,2619.4,1730.65,1574.6,5805.55,1524.6
29-Jul-19,2488.6,1713.05,1583.1,5558.05,1513.1
30-Jul-19,2460.55,1719.45,1585.6,5507.35,1508.1
31-Jul-19,2517.5,1725.95,1588,5472.15,1521.25
01-Aug-19,2540.65,1730.85,1538.1,5574.1,1504.45
02-Aug-19,2600.7,1737.55,1550.8,5692.4,1545.2
05-Aug-19,2620.15,1740.75,1553.5,5668.55,1524.6
06-Aug-19,2609.2,1744.9,1549.3,5831.75,1566.3
07-Aug-19,2601.85,1779.05,1552.3,5778.8,1559
08-Aug-19,2705.55,1803.2,1578.2,5902.7,1566.3
09-Aug-19,2707,1839.85,1580.3,6101.2,1575.2
13-Aug-19,2673.2,1824.85,1528.2,5812.95,1572.75
14-Aug-19,2715.15,1837.4,1549.8,5815.55,1569.15
16-Aug-19,2750.15,1826.2,1549.1,5975.15,1597
19-Aug-19,2726.2,1820.7,1555.6,5974.95,1586.55
20-Aug-19,2742.85,1841.05,1585.8,6198.75,1595.05
21-Aug-19,2764,1849.9,1599.1,6222.95,1589.45
22-Aug-19,2741.55,1872.25,1591.8,6206.95,1570.35
23-Aug-19,2750.5,1859.35,1603.8,6255.15,1579.75
26-Aug-19,2736.95,1874.75,1605.8,6253.55,1597.9
27-Aug-19,2766.2,1861.55,1570,6276.7,1601.15
28-Aug-19,2764.55,1827.75,1604.2,6094.9,1603.7
29-Aug-19,2757.45,1830.25,1613.7,6111.75,1615.4
30-Aug-19,2788.1,1880.1,1629.2,6121.6,1615.2
